degree_name,field,program_description,duration,admission_requirements,institution_name,university,specialty,specialty_code,location,contact_info,bac_type,formula,formula_explanation,historical_scores_2022,historical_scores_2023,historical_scores_2024,minimum_bac_average,additional_requirements,notes,data_source
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بسوسة,جامعة سوسة,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",33312,,,علوم تجريبية,FG+M,,122.6969,137.6662,107.8025,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بسوسة,جامعة سوسة,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",33312,,,إقتصاد وتصرف,FG+(M+Ec)/2,,98.8306,99.74,101.1471,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بالمهدية,جامعة المنستير,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",36312,,,رياضيات,FG+M,,113.92,113.535,98.2664,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بالمهدية,جامعة المنستير,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",36312,,,علوم تجريبية,FG+M,,118.425,127.855,123.88,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بالمهدية,جامعة المنستير,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",36312,,,اقتصاد وتصرف,FG+(M+Ec)/2,,96.4839,98.8733,102.03,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, التجارة والمالية الدولية, اقتصاديات النقل واللوجستية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية, الهندسة الاقتصادية والمالية",40312,,,رياضيات,FG+M,,110.1137,113.4377,89.735,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, التجارة والمالية الدولية, اقتصاديات النقل واللوجستية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية, الهندسة الاقتصادية والمالية",40312,,,علوم تجريبية,FG+M,,112.845,121.6858,118.17,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, التجارة والمالية الدولية, اقتصاديات النقل واللوجستية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية, الهندسة الاقتصادية والمالية",40312,,,إقتصاد وتصرف,FG+(M+EC)/2,,85.7086,88.3852,88.4833,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, اقتصاديات النقل واللوجستية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",41312,,,رياضيات,FG+M,,123.615,109.033,113.7731,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, اقتصاديات النقل واللوجستية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",41312,,,علوم تجريبية,FG+M,,125.6555,123.05,130.31,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, اقتصاديات النقل واللوجستية, نقد - مالية - بنك - تأمين, الهندسة الاقتصادية والمالية",41312,,,إقتصاد وتصرف,FG+(M+EC)/2,,95.9049,95.4199,99.915,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي لادارة الاعمال بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, التحليل والسياسة الإقتصادية",42312,,,رياضيات,FG+M,,112.2751,105.4234,106.925,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي لادارة الاعمال بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, التحليل والسياسة الإقتصادية",42312,,,علوم تجريبية,FG+M,,112.18,117.5074,120.8244,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي لادارة الاعمال بصفاقس,جامعة صفاقس,"إقتصاديات الأعمال, التحليل والسياسة الإقتصادية",42312,,,اقتصاد وتصرف,FG+(M+EC)/2,,77.1934,85.9716,85.1384,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بصفاقس,جامعة صفاقس,الهندسة الاقتصادية والمالية,43312,,,رياضيات,FG+M,,153.5236,111.05,106.0694,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بصفاقس,جامعة صفاقس,الهندسة الاقتصادية والمالية,43312,,,علوم تجريبية,FG+M,,133.735,138.7469,100.6496,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بصفاقس,جامعة صفاقس,الهندسة الاقتصادية والمالية,43312,,,اقتصاد وتصرف,FG+(M+EC)/2,,89.0419,93.1884,94.36,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بقابس,جامعة قابس,"التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية",50312,,,رياضيات,FG+M,,100.8,92.9603,,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بقابس,جامعة قابس,"التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية",50312,,,علوم تجريبية,FG+M,,108.39,114.8413,98.5645,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بقابس,جامعة قابس,"التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية",50312,,,اقتصاد وتصرف,FG+(M+Ec)/2,,86.813,89.3541,92.6888,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي لإدارة المؤسسات بقفصة,جامعة قفصة,"إقتصاديات - الأعمال, نقد - مالية - بنك - تأمين",60312,,,رياضيات,FG+M,,96.2581,83.6134,87.9233,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي لإدارة المؤسسات بقفصة,جامعة قفصة,"إقتصاديات - الأعمال, نقد - مالية - بنك - تأمين",60312,,,علوم تجريبية,FG+M,,98.3667,110.9769,122.3545,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي لإدارة المؤسسات بقفصة,جامعة قفصة,"إقتصاديات - الأعمال, نقد - مالية - بنك - تأمين",60312,,,اقتصاد وتصرف,FG+(M+Ec)/2,,70.5949,68.2118,71.9434,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي للإعلامية والتصرف بالقيروان,جامعة القيروان,"نقد - مالية- بنك - تأمين, الهندسة الاقتصادية والمالية",70312,,,رياضيات,FG+M,,102.0567,98.8815,97.57,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي للإعلامية والتصرف بالقيروان,جامعة القيروان,"نقد - مالية- بنك - تأمين, الهندسة الاقتصادية والمالية",70312,,,علوم تجريبية,FG+M,,110.63,110.3224,113.19,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,المعهد العالي للإعلامية والتصرف بالقيروان,جامعة القيروان,"نقد - مالية- بنك - تأمين, الهندسة الاقتصادية والمالية",70312,,,اقتصاد وتصرف,FG+(M+Ec)/2,,72.6984,86.1637,83.2716,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,جامعة جندوبة,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية",80312,,,رياضيات,FG+M,,88.4401,94.7149,90.2698,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,جامعة جندوبة,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية",80312,,,علوم تجريبية,FG+M,,98.8787,107.6902,109.0865,,,,
الاجازة في العلوم الاقتصادية,العلوم الاقتصادية وعلوم التصرف,,3 سنوات (امد),,كلية العلوم القانونية والإقتصادية والتصرف بجندوبة,جامعة جندوبة,"إقتصاديات الأعمال, التجارة والمالية الدولية, نقد - مالية - بنك - تأمين, التحليل والسياسة الإقتصادية",80312,,,إقتصاد وتصرف,FG+(M+Ec)/2,,71.7502,78.3833,70.5317,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",10318,,,رياضيات,FG+M,,175.4319,143.01,157.4024,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",10318,,,علوم تجريبية,FG+M,,180.7444,175.0413,144.575,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",10318,,,إقتصاد وتصرف,FG+(M+Ge)/2,,162.665,154.7167,171.4461,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",10318,,,العلوم التقنية,FG+M,,169.785,171.0288,119.4816,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",10318,,,علوم الإعلامية,FG+M,,129.3684,153.5183,149.5646,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",11318,,,رياضيات,FG+M,,161.57,94.0958,134.804,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",11318,,,علوم تجريبية,FG+M,,169.5629,163.275,129.2774,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",11318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,145.199,133.3755,153.155,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",11318,,,العلوم التقنية,FG+M,,133.635,154.0265,156.2414,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,جامعة تونس,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",11318,,,علوم الإعلامية,FG+M,,130.6898,126.4901,136.7407,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بمنوبة,جامعة منوبة,"إدارة الأعمال, التسويق, المالية",12318,,,رياضيات,FG+M,,160.745,110.64,131.6314,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بمنوبة,جامعة منوبة,"إدارة الأعمال, التسويق, المالية",12318,,,علوم تجريبية,FG+M,,160.215,156.7015,119.7221,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بمنوبة,جامعة منوبة,"إدارة الأعمال, التسويق, المالية",12318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,135.645,124.63,144.52,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بمنوبة,جامعة منوبة,"إدارة الأعمال, التسويق, المالية",12318,,,العلوم التقنية,FG+M,,122.071,153.6467,155.7064,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المدرسة العليا للتجارة بمنوبة,جامعة منوبة,"إدارة الأعمال, التسويق, المالية",12318,,,علوم الإعلامية,FG+M,,126.5168,130.1923,136.5695,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بتونس,جامعة تونس المنار,"إدارة الأعمال, التسويق, المالية, المحاسبة",13318,,,رياضيات,FG+M,,158.9111,109.231,131.2997,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بتونس,جامعة تونس المنار,"إدارة الأعمال, التسويق, المالية, المحاسبة",13318,,,علوم تجريبية,FG+M,,156.5517,152.1112,143.1125,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بتونس,جامعة تونس المنار,"إدارة الأعمال, التسويق, المالية, المحاسبة",13318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,137.855,125.62,142.1281,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بتونس,جامعة تونس المنار,"إدارة الأعمال, التسويق, المالية, المحاسبة",13318,,,العلوم التقنية,FG+M,,104.7993,160.48,133.4504,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الإقتصادية والتصرف بتونس,جامعة تونس المنار,"إدارة الأعمال, التسويق, المالية, المحاسبة",13318,,,علوم الإعلامية,FG+M,,116.844,129.1597,145.0278,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بقرطاج,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة",14318,,,رياضيات,FG+M,,182.756,168.0649,173.55,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بقرطاج,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة",14318,,,علوم تجريبية,FG+M,,187.2072,186.4261,166.5295,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بقرطاج,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة",14318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,173.2705,166.265,179.545,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بقرطاج,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة",14318,,,العلوم التقنية,FG+M,,186.85,184.74,173.5487,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات العليا التجارية بقرطاج,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة",14318,,,علوم الإعلامية,FG+M,,167.44,173.4042,150.0194,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمحاسبة وإدارة المؤسسات بمنوبة,جامعة منوبة,"إدارة الأعمال, المالية, المحاسبة, التصرف في الموارد البشرية",15318,,,رياضيات,FG+M,,158.788,117.845,138.2173,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمحاسبة وإدارة المؤسسات بمنوبة,جامعة منوبة,"إدارة الأعمال, المالية, المحاسبة, التصرف في الموارد البشرية",15318,,,علوم تجريبية,FG+M,,163.373,164.3627,123.9756,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمحاسبة وإدارة المؤسسات بمنوبة,جامعة منوبة,"إدارة الأعمال, المالية, المحاسبة, التصرف في الموارد البشرية",15318,,,إقتصاد وتصرف,FG+(M+Ge)/2,,135.88,127.2979,149.675,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمحاسبة وإدارة المؤسسات بمنوبة,جامعة منوبة,"إدارة الأعمال, المالية, المحاسبة, التصرف في الموارد البشرية",15318,,,العلوم التقنية,FG+M,,136.55,154.8,139.7848,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمحاسبة وإدارة المؤسسات بمنوبة,جامعة منوبة,"إدارة الأعمال, المالية, المحاسبة, التصرف في الموارد البشرية",15318,,,علوم الإعلامية,FG+M,,123.97,130.631,139.0251,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,جامعة قرطاج,"إدارة أعمال منظمات الإقتصاد الإجتماعي والتضامني, التصرف في الموارد البشرية",16318,,,رياضيات,FG+M,,153.1331,113.5484,126.4312,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,جامعة قرطاج,"إدارة أعمال منظمات الإقتصاد الإجتماعي والتضامني, التصرف في الموارد البشرية",16318,,,علوم تجريبية,FGM,,139.1107,137.3506,135.9168,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,جامعة قرطاج,"إدارة أعمال منظمات الإقتصاد الإجتماعي والتضامني, التصرف في الموارد البشرية",16318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,118.9947,118.0531,131.7543,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,جامعة قرطاج,"إدارة أعمال منظمات الإقتصاد الإجتماعي والتضامني, التصرف في الموارد البشرية",16318,,,العلوم التقنية,FG+M,,135.6707,146.875,110.317,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,جامعة قرطاج,"إدارة أعمال منظمات الإقتصاد الإجتماعي والتضامني, التصرف في الموارد البشرية",16318,,,علوم الإعلامية,FG+M,,121.8302,119.8614,122.5525,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف ببنزرت,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",20318,,,رياضيات,FG+M,,145.71,125.125,116.84,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف ببنزرت,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",20318,,,علوم تجريبية,FG+M,,141.195,139.43,120.8084,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف ببنزرت,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",20318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,124.8904,119.59,131.63,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف ببنزرت,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",20318,,,العلوم التقنية,FG+M,,126.21,128.18,150.435,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف ببنزرت,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",20318,,,علوم الإعلامية,FG+M,,118.029,123.0768,115.61,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بنابل,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",22318,,,رياضيات,FG+M,,128.83,124.045,121.2096,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بنابل,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",22318,,,علوم تجريبية,FG+M,,129.555,134.975,132.125,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بنابل,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",22318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,110.25,105.455,117.36,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بنابل,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",22318,,,العلوم التقنية,FG+M,,126.61,136.8851,144.4126,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بنابل,جامعة قرطاج,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف في الموارد البشرية",22318,,,علوم الإعلامية,FG+M,,104.4275,113.41,116.3197,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",30318,,,رياضيات,FG+M,,153.465,105.9871,125.835,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",30318,,,علوم تجريبية,FG+M,,160.1844,155.97,127.505,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",30318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,134.225,127.845,146.7131,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",30318,,,العلوم التقنية,FG+M,,158.2316,180.6214,167.1233,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",30318,,,علوم الإعلامية,FG+M,,110.1,112.7,116.38,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات التجارية العليا بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",31318,,,رياضيات,FG+M,,168.9049,158.6168,155.5994,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات التجارية العليا بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",31318,,,علوم تجريبية,FG+M,,181.1564,166.165,159.075,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات التجارية العليا بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",31318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,152.545,146.8789,160.285,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات التجارية العليا بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",31318,,,العلوم التقنية,FG+M,,175.385,183.9865,185.0298,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,معهد الدراسات التجارية العليا بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة, التصرف اللوجستي والإنتاج",31318,,,علوم الإعلامية,FG+M,,125.6073,144.415,103.315,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمالية والجباية بسوسة,جامعة سوسة,"المالية, المحاسبة",32318,,,رياضيات,FG+M,,131.475,94.2632,105.1134,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمالية والجباية بسوسة,جامعة سوسة,"المالية, المحاسبة",32318,,,علوم تجريبية,FG+M,,130.47,135.248,123.0821,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمالية والجباية بسوسة,جامعة سوسة,"المالية, المحاسبة",32318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,118.32,113.2629,127.315,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمالية والجباية بسوسة,جامعة سوسة,"المالية, المحاسبة",32318,,,العلوم التقنية,FG+M,,132.236,135.16,157.9374,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,المعهد العالي للمالية والجباية بسوسة,جامعة سوسة,"المالية, المحاسبة",32318,,,علوم الإعلامية,FG+M,,102.765,102.72,105.275,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",33318,,,رياضيات,FG+M,,131.74,111.575,110.31,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",33318,,,علوم تجريبية,FG+M,,133.5895,139.25,112.21,,,,
الإجازة في علوم التصرف,علوم التصرف,,3 سنوات (امد),,كلية العلوم الاقتصادية والتصرف بسوسة,جامعة سوسة,"إدارة الأعمال, التسويق, المالية, المحاسبة",33318,,,اقتصاد وتصرف,FG+(M+Ge)/2,,111.17,104.9259,117.985,,,,
