degree_name,field,program_description,duration,admission_requirements,institution_name,university,specialty,specialty_code,location,contact_info,bac_type,formula,formula_explanation,historical_scores_2022,historical_scores_2023,historical_scores_2024,minimum_bac_average,additional_requirements,notes,data_source
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,انقليزية,10192,,,علوم تجريبية,FG+(A+2Ang+F)/4,,168.4575,155.015,153.1,153.1,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,انقليزية,10192,,,إقتصاد وتصرف,FG+(A+2Ang+F)/4,,170.5575,112.7825,126.95,112.7825,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,انقليزية,10192,,,العلوم التقنية,FG+(A+2Ang+F)/4,,160.86,145.68,131.98,131.98,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,انقليزية,10192,,,علوم الإعلامية,FG+(A+2Ang+F)/4,,111.385,114.77,118.293,111.385,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,انقليزية,10192,,,رياضة,FG+(A+2Ang+F)/4,,151.2325,164.6475,137.805,137.805,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,آداب,FG+(A+2Ang+F)/4,,130.24,126.755,123.828,123.828,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,رياضيات,FG+(A+2Ang+F)/4,,134.64,124.6275,120.275,120.275,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,علوم تجريبية,FG+(A+2Ang+F)/4,,155.6275,130.0125,138.058,130.0125,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,إقتصاد وتصرف,FG+(A+2Ang+F)/4,,129.84,90.2275,111.178,90.2275,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,العلوم التقنية,FG+(A+2Ang+F)/4,,119.0975,113.075,129.6,113.075,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,علوم الإعلامية,FG+(A+2Ang+F)/4,,120.655,142.95,113.446,113.446,,,extracted
المرحلة التحضيرية للغات والآداب,الآداب واللغات والمراحل التحضيرية الأدبية,انقليزية سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,كلية الآداب والفنون والإنسانيات بمنوبة,جامعة منوبة,انقليزية,11192,,,رياضة,FG+(A+2Ang+F)/4,,101.22,121.085,106.035,101.22,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,آداب,FG+(A+F+HG+PH)/4,,87.8384,90.0934,91.428,87.8384,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,رياضيات,FG+(A+Ang+F+PH)/4,,,,,102.245,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,علوم تجريبية,FG+(A+Ang+F+PH)/4,,102.245,111.85,108.39,111.2875,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,إقتصاد وتصرف,FG+(A+Ang+F+PH)/4,,111.2875,120.04,122.143,96.496,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,العلوم التقنية,FG+(A+Ang+F+PH)/4,,,,96.496,,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,علوم الإعلامية,FG+(A+Ang+F+PH)/4,,,89.73,,,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,تاريخ سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,تاريخ,10193,,,رياضة,FG+(A+Ang+F+PH)/4,,,,129.86,129.86,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,آداب,FG+(A+F+HG+PH)/4,,84.0227,86.5518,89.446,84.0227,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,رياضيات,FG+(A+Ang+F+PH)/4,,,,,105.3216,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,علوم تجريبية,FG+(A+Ang+F+PH)/4,,124.6175,105.3216,111.598,128.355,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,إقتصاد وتصرف,FG+(A+F+HG+PH)/4,,128.355,133.01,131.635,95.875,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,العلوم التقنية,FG+(A+Ang+F+PH)/4,,95.875,,,,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,علوم الإعلامية,FG+(A+Ang+F+PH)/4,,,,,,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,جغرافيا سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,جغرافيا,10194,,,رياضة,,,,,,,,,
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,آداب,FG+(A+F+HG+PH)/4,,92.1575,87.5744,93.415,87.5744,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,رياضيات,FG+(A+Ang+F+PH)/4,,,98.2175,,98.2175,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,علوم تجريبية,FG+(A+Ang+F+PH)/4,,108.6267,103.8358,111.0619,108.6267,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,إقتصاد وتصرف,FG+(A+F+HG+PH)/4,,82.5726,93.6709,100.022,93.6709,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,العلوم التقنية,FG+(A+Ang+F+PH)/4,,,,100.0216,,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,علوم الإعلامية,FG+(A+Ang+F+PH)/4,,,,,,,,extracted
المرحلة التحضيرية للعلوم الإنسانية,الآداب واللغات والمراحل التحضيرية الأدبية,فلسفة سنتان,سنتان,السن القصوى أقل من 20 سنة في غرة سبتمبر,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,جامعة تونس,فلسفة,10195,,,رياضة,FG+(A+Ang+F+PH)/4,,92.1165,,,,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,آداب,FG+ESP,,95.4334,91.2998,112.185,91.2998,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,رياضيات,FG+ESP,,137.051,147.8794,,137.051,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,علوم تجريبية,FG+ESP,,130.5685,141.2454,134.456,130.5685,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,إقتصاد وتصرف,FG+ESP,,114.7718,95.1,99.184,95.1,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,العلوم التقنية,FG+ESP,,135.515,129.0634,104.716,104.716,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,علوم الإعلامية,FG+ESP,,108.8982,123.4834,146.023,108.8982,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11104,,,رياضة,FG+ESP,,,,,,,,
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,آداب,FG+ESP,,92.0948,82.7574,96.48,82.7574,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,رياضيات,FG+ESP,,137.6983,,145.873,137.6983,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,علوم تجريبية,FG+ESP,,124.8851,135.9114,126.581,124.8851,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,إقتصاد وتصرف,FG+ESP,,119.3834,95.705,92.623,92.623,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,العلوم التقنية,FG+ESP,,96.5467,119.7973,112.329,96.5467,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,علوم الإعلامية,FG+ESP,,132.8138,134.4776,132.675,132.675,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بتونس,جامعة قرطاج,تواصل الثقافات والسياحة,12104,,,رياضة,FG+ESP,,,,,112.928,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,آداب,FG+ESP,,85.1948,87.3399,112.928,85.1948,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,رياضيات,FG+ESP,,102.8117,118.265,160.393,102.8117,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,علوم تجريبية,FG+ESP,,130.2244,117.4505,135.2,117.4505,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,إقتصاد وتصرف,FG+ESP,,104.3367,97.4038,90.987,90.987,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,العلوم التقنية,FG+ESP,,,107.8079,121.129,107.8079,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,علوم الإعلامية,FG+ESP,,,,107.895,107.895,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بالمكنين,جامعة المنستير,اللغة والآداب والحضارة,34104,,,رياضة,FG+ESP,,,,,,,,
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,آداب,FG+ESP,,84.2002,77.8966,79.907,77.8966,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,رياضيات,FG+ESP,,,,,122.33,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,علوم تجريبية,FG+ESP,,122.33,126.3456,138.849,122.33,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,إقتصاد وتصرف,FG+ESP,,92.3286,78.8625,87.053,78.8625,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,العلوم التقنية,FG+ESP,,151.2606,111,114.04,111,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,علوم الإعلامية,FG+ESP,,,,,,,,
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,اللغة والآداب والحضارة,40104,,,رياضة,FG+ESP,,,,,,,,
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,آداب,FG+ESP,,95.337,85.8515,99.665,85.8515,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,رياضيات,FG+ESP,,158.3761,,,,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,علوم تجريبية,FG+ESP,,127.849,116.227,135.976,116.227,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,إقتصاد وتصرف,FG+ESP,,84.2749,,85.614,84.2749,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,العلوم التقنية,FG+ESP,,,,,,,,
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,علوم الإعلامية,FG+ESP,,,,106.567,106.567,,,extracted
الإجازة في الإسبانية,الآداب واللغات والمراحل التحضيرية الأدبية,"3 سنوات (آمد), إسبانية إجبارية",3 سنوات,,المعهد العالي للغات بقابس,جامعة قابس,اللغة والآداب والحضارة,50104,,,رياضة,FG+ESP,,,,,,,,
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,آداب,FG+IT,,105.1936,110.4595,104.365,104.365,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,رياضيات,FG+IT,,121.4129,123.1517,115.865,115.865,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,علوم تجريبية,FG+IT,,119.3945,134.905,133.172,119.3945,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,إقتصاد وتصرف,FG+IT,,115.7899,105.0919,109.317,105.0919,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,العلوم التقنية,FG+IT,,142.0746,123.0928,101.86,101.86,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,علوم الإعلامية,FG+IT,,106.2249,174.6936,127.715,106.2249,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للعلوم الإنسانية بتونس,جامعة تونس المنار,اقتصاد وتجارة دولية,11105,,,رياضة,FG+IT,,,,,,,,
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,آداب,FG+IT,,97.7747,101.37,86.725,86.725,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,رياضيات,FG+IT,,126.4955,,,,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,علوم تجريبية,FG+IT,,138.1263,136.5481,124.525,124.525,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,إقتصاد وتصرف,FG+IT,,121.7072,94.0702,98.365,94.0702,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,العلوم التقنية,FG+IT,,118.9145,120.8084,,118.9145,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,علوم الإعلامية,FG+IT,,96.8119,94.6362,105.316,94.6362,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بتونس,جامعة قرطاج,اللغة والآداب والحضارة,12105,,,رياضة,FG+IT,,,,,,,,
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بنابل,جامعة قرطاج,اللغة والآداب والحضارة,22105,,,آداب,FG+IT,,90.7399,102.7149,102.425,90.7399,,,extracted
الإجازة في الإيطالية,الآداب واللغات والمراحل التحضيرية الأدبية,,3 سنوات (آمد),إيطالية إجبارية,المعهد العالي للغات بنابل,جامعة قرطاج,اللغة والآداب والحضارة,22105,,,رياضيات,FG+IT,,,,,,,,
