degree_name,field,institution_name,university,specialty,specialty_code,bac_type,formula,min_score_2024,min_score_2023,min_score_2022
الإجازة في إدارة الأعمال,إدارة الأعمال,المعهد العالي للدراسات التكنولوجية بسليانة,الإدارة العامة للدراسات التكنولوجية,إدارة الأعمال,86391,علوم الإعلامية,FG+M,104.3,105.89,100.07
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات المحاسبة والمالية, المالية الإسلامية",10394,رياضيات,FG+M,152.3413,138.575,151.1268
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات المحاسبة والمالية, المالية الإسلامية",10394,علوم تجريبية,FG+M,141.4219,142.1763,137.44
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات المحاسبة والمالية, المالية الإسلامية",10394,اقتصاد وتصرف,FG+(M+Ge)/2,136.8102,117.3951,116.6889
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات المحاسبة والمالية, المالية الإسلامية",10394,العلوم التقنية,FG+M,128.3572,146.788,142.5989
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات المحاسبة والمالية, المالية الإسلامية",10394,علوم الإعلامية,FG+M,140.4857,129.0046,122.4241
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,21394,رياضيات,FG+M,116.3698,113.415,140.2877
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,21394,علوم تجريبية,FG+M,128.7959,118.475,130.8343
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,21394,اقتصاد وتصرف,FG+(M+Ge)/2,120.0808,111.325,114.062
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,21394,العلوم التقنية,FG+M,125.93,120.161,116.3186
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,21394,علوم الإعلامية,FG+M,118.0371,124.455,112.2975
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,22394,رياضيات,FG+M,122.585,121.1561,132.038
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,22394,علوم تجريبية,FG+M,121.97,113.9497,130.995
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,22394,اقتصاد وتصرف,FG+(M+Ge)/2,121.7232,108.8137,111.8508
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,22394,العلوم التقنية,FG+M,127.4424,144.075,145.092
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,22394,علوم الإعلامية,FG+M,123.41,111.405,115.49
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بزغوان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,24394,رياضيات,FG+M,87.1752,111.525,108.8716
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بزغوان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,24394,علوم تجريبية,FG+M,120.74,111.93,118.055
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بزغوان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,24394,اقتصاد وتصرف,FG+(M+Ge)/2,111.7,101.235,102.78
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بزغوان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,24394,العلوم التقنية,FG+M,121.65,120.2,122.165
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بزغوان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,24394,علوم الإعلامية,FG+M,111.49,110.63,114.5703
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,34394,رياضيات,FG+M,103.4235,133.092,120.06
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,34394,علوم تجريبية,FG+M,126.4259,121.7232,114.82
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,34394,اقتصاد وتصرف,FG+(M+Ge)/2,117.5877,108.53,106.358
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,34394,العلوم التقنية,FG+M,141.9034,123.9488,142.4705
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,34394,علوم الإعلامية,FG+M,107.38,109.01,97.484
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,36394,رياضيات,FG+M,130.685,121.735,117.44
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,36394,علوم تجريبية,FG+M,127.095,125.135,120.715
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,36394,اقتصاد وتصرف,FG+(M+Ge)/2,127.09,111.3389,106.8502
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,36394,العلوم التقنية,FG+M,120.53,133.7928,116.94
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,36394,علوم الإعلامية,FG+M,115.5298,123.37,107.44
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,40394,رياضيات,FG+M,100.2834,112.685,122.3331
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,40394,علوم تجريبية,FG+M,120.055,117.9301,121.1775
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,40394,اقتصاد وتصرف,FG+(M+Ge)/2,111.385,99.35,102.2813
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,40394,العلوم التقنية,FG+M,128.17,110.5899,122.622
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,40394,علوم الإعلامية,FG+M,102.825,105.745,95.7083
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بقابس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,50394,رياضيات,FG+M,91.9567,96.6064,93.2699
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بقابس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,50394,علوم تجريبية,FG+M,109.57,111.93,109.2219
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بقابس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,50394,اقتصاد وتصرف,FG+(M+Ge)/2,105.74,94.0602,94.365
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بقابس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,50394,العلوم التقنية,FG+M,116.08,110.735,111.7348
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بقابس,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,50394,علوم الإعلامية,FG+M,108.135,112.65,88.9602
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بمدنين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,55394,رياضيات,FG+M,,,131.46
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بمدنين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,55394,علوم تجريبية,FG+M,113.6929,82.9464,107.46
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بمدنين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,55394,اقتصاد وتصرف,FG+(M+Ge)/2,90.4936,72.2867,69.7118
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بمدنين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,55394,العلوم التقنية,FG+M,97.2379,117.9247,154.66
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بمدنين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,55394,علوم الإعلامية,FG+M,89.9899,,89.0748
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بتطاوين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,57394,رياضيات,FG+M,,84.6283,97.9168
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بتطاوين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,57394,علوم تجريبية,FG+M,93.6683,101.003,110.6434
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بتطاوين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,57394,اقتصاد وتصرف,FG+(M+Ge)/2,76.3985,74.5136,78.8587
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بتطاوين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,57394,العلوم التقنية,FG+M,109.82,93.265,82.8931
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بتطاوين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,57394,علوم الإعلامية,FG+M,91.7019,,
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,70394,رياضيات,FG+M,96.0601,95.1869,108.195
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,70394,علوم تجريبية,FG+M,115.22,105.4536,110.155
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,70394,اقتصاد وتصرف,FG+(M+Ge)/2,99.97,94.5898,90.5217
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,70394,العلوم التقنية,FG+M,104.53,89.0835,114.6398
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,70394,علوم الإعلامية,FG+M,101.3572,86.3603,88.9709
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقصرين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,73394,رياضيات,FG+M,,97.1203,97.7667
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقصرين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,73394,علوم تجريبية,FG+M,113.5664,106.3615,82.2953
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقصرين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,73394,اقتصاد وتصرف,FG+(M+Ge)/2,100.5816,91.5955,72.0267
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقصرين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,73394,العلوم التقنية,FG+M,99.305,76.55,97.0597
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالقصرين,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,73394,علوم الإعلامية,FG+M,108.39,,
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بجندوبة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,80394,رياضيات,FG+M,94.7103,109.7373,104.63
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بجندوبة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,80394,علوم تجريبية,FG+M,115.245,112.355,91.0605
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بجندوبة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,80394,اقتصاد وتصرف,FG+(M+Ge)/2,105.2007,98.7914,95.7118
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بجندوبة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,80394,العلوم التقنية,FG+M,107.9844,99.0767,106.4864
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بجندوبة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,80394,علوم الإعلامية,FG+M,102.1101,118.565,106.7533
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالكاف,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,82394,رياضيات,FG+M,106.2776,109.9907,96.695
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالكاف,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,82394,علوم تجريبية,FG+M,113.3451,115.2622,103.865
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالكاف,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,82394,اقتصاد وتصرف,FG+(M+Ge)/2,106.88,101,91.3552
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالكاف,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,82394,العلوم التقنية,FG+M,121.7928,126.4954,106.89
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بالكاف,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,82394,علوم الإعلامية,FG+M,97.08,93.147,100.855
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بسليانة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,86394,رياضيات,FG+M,114.295,104.965,97.2032
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بسليانة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,86394,علوم تجريبية,FG+M,104.6334,112.785,105.9
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بسليانة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,86394,اقتصاد وتصرف,FG+(M+Ge)/2,101.125,96.03,89.915
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بسليانة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,86394,العلوم التقنية,FG+M,104.2547,91.8117,105.175
الاجازة في المحاسبة والمالية,المحاسبة والمالية,المعهد العالي للدراسات التكنولوجية بسليانة,الإدارة العامة للدراسات التكنولوجية,تقنيات المحاسبة والمالية,86394,علوم الإعلامية,FG+M,90.5099,98.6128,81.6167
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي, تقنيات التجارة الدولية",10396,رياضيات,FG+M,141.1972,132.3323,160.4251
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي, تقنيات التجارة الدولية",10396,علوم تجريبية,FG+M,133.643,120.3001,156.0328
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي, تقنيات التجارة الدولية",10396,اقتصاد وتصرف,FG+(M+Ge)/2,124.4143,113.848,115.239
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي, تقنيات التجارة الدولية",10396,العلوم التقنية,FG+M,142.1281,134.8468,127.845
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية برادس,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي, تقنيات التجارة الدولية",10396,علوم الإعلامية,FG+M,143.6261,139.42,134.7665
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,21396,رياضيات,FG+M,135.455,126.165,135.1036
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,21396,علوم تجريبية,FG+M,119.875,126.775,120.38
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,21396,اقتصاد وتصرف,FG+(M+Ge)/2,118.2029,111.51,117.272
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,21396,العلوم التقنية,FG+M,147.6814,129.882,127.425
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية ببنزرت,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,21396,علوم الإعلامية,FG+M,123.815,116.91,111.26
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,22396,رياضيات,FG+M,130.1067,138.1745,137.3024
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,22396,علوم تجريبية,FG+M,129.5182,128.725,133.4
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,22396,اقتصاد وتصرف,FG+(M+Ge)/2,115.87,105.005,109.5697
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,22396,العلوم التقنية,FG+M,132.32,164.5286,134.1941
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بنابل,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,22396,علوم الإعلامية,FG+M,143.1339,130.3795,126.2175
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي",34396,رياضيات,FG+M,114.5382,112.805,116.855
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي",34396,علوم تجريبية,FG+M,126.0086,123.48,120.9796
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي",34396,اقتصاد وتصرف,FG+(M+Ge)/2,111.2977,101.324,103.1285
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي",34396,العلوم التقنية,FG+M,143.8615,118.235,124.1628
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية قصر هلال,الإدارة العامة للدراسات التكنولوجية,"تقنيات البيع, التسويق الرقمي",34396,علوم الإعلامية,FG+M,117.66,97.64,112.46
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,36396,رياضيات,FG+M,122.45,116.11,116.025
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,36396,علوم تجريبية,FG+M,115.4835,124.855,116.775
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,36396,اقتصاد وتصرف,FG+(M+Ge)/2,112.9439,103.9719,102.4182
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,36396,العلوم التقنية,FG+M,135.92,122.435,116.085
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالمهدية,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,36396,علوم الإعلامية,FG+M,105.71,109.78,97.5382
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,40396,رياضيات,FG+M,111.9419,111.8257,123.1303
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,40396,علوم تجريبية,FG+M,117.0259,113.0276,118.7593
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,40396,اقتصاد وتصرف,FG+(M+Ge)/2,102.795,94.37,97.295
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,40396,العلوم التقنية,FG+M,123.0607,123.8418,144.2628
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بصفاقس,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,40396,علوم الإعلامية,FG+M,98.8269,133.26,98.175
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بجربة,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,54396,رياضيات,FG+M,98.295,100.3301,93.6917
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بجربة,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,54396,علوم تجريبية,FG+M,123.0768,96.2895,122.1887
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بجربة,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,54396,اقتصاد وتصرف,FG+(M+Ge)/2,102.2867,97.5787,105.3235
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بجربة,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,54396,العلوم التقنية,FG+M,123.355,112.83,103.7954
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بجربة,الإدارة العامة للدراسات التكنولوجية,التسويق الرقمي,54396,علوم الإعلامية,FG+M,105.8391,111.3496,99.2442
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,70396,رياضيات,FG+M,101.995,94.2553,100.5465
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,70396,علوم تجريبية,FG+M,108.926,97.4415,113.6715
الاجازة في التجارة والتوزيع,التجارة والتوزيع,المعهد العالي للدراسات التكنولوجية بالقيروان,الإدارة العامة للدراسات التكنولوجية,تقنيات البيع,70396,اقتصاد وتصرف,FG+(M+Ge)/2,93.45,88.7017,82.7667
