degree_name,field,institution_name,university,specialty,specialty_code,bac_type,formula,min_score_2024,min_score_2023,min_score_2022
الإجازة في حفظ الممتلكات الثقافية,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,,40161,العلوم التقنية,FG+F,,,
الإجازة في حفظ الممتلكات الثقافية,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,,40161,العلوم الإعلامية,FG+F,,,
الإجازة في حفظ الممتلكات الثقافية,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بصفاقس,جامعة صفاقس,,40161,رياضة,FG+F,,,89.435
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للغات بقابس,جامعة قابس,,50477,آداب,FG+(A+F)/2,126.295,97.44,127.275
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للغات بقابس,جامعة قابس,,50477,رياضيات,FG+(A+F)/2,122.95,90.885,124.59
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للغات بقابس,جامعة قابس,,50477,علوم تجريبية,FG+(A+F)/2,143.125,134.455,137.595
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للغات بقابس,جامعة قابس,,50477,إقتصاد وتصرف,FG+(A+F)/2,160.01,137.56,149.745
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للغات بقابس,جامعة قابس,,50477,العلوم التقنية,FG+(A+F)/2,142.745,136.895,137.565
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للغات بقابس,جامعة قابس,,50477,علوم الإعلامية,FG+(A+F)/2,123.435,79.7251,136.05
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بمدنين,جامعة قابس,,54477,آداب,FG+(A+F)/2,117.825,96.485,118.93
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بمدنين,جامعة قابس,,54477,رياضيات,FG+(A+F)/2,104.405,94.7535,113.415
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بمدنين,جامعة قابس,,54477,علوم تجريبية,FG+(A+F)/2,135.945,127.29,125.49
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بمدنين,جامعة قابس,,54477,اقتصاد وتصرف,FG+(A+F)/2,153.42,130.125,143.355
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بمدنين,جامعة قابس,,54477,العلوم التقنية,FG+(A+F)/2,137.97,129.36,128.65
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بمدنين,جامعة قابس,,54477,علوم الإعلامية,FG+(A+F)/2,120.25,104.855,133.79
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للفنون والحرف بتطاوين,جامعة قابس,,56477,آداب,FG+(A+F)/2,115.59,97.7699,115.255
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للفنون والحرف بتطاوين,جامعة قابس,,56477,رياضيات,FG+(A+F)/2,97.94,80.0983,100.3684
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للفنون والحرف بتطاوين,جامعة قابس,,56477,علوم تجريبية,FG+(A+F)/2,134.205,122.69,119.95
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للفنون والحرف بتطاوين,جامعة قابس,,56477,إقتصاد وتصرف,FG+(A+F)/2,151.92,129.255,138.06
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للفنون والحرف بتطاوين,جامعة قابس,,56477,العلوم التقنية,FG+(A+F)/2,136.425,128.28,126.99
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للفنون والحرف بتطاوين,جامعة قابس,,56477,علوم الإعلامية,FG+(A+F)/2,125.78,113.24,124.825
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,جامعة قفصة,,60477,آداب,FG+(A+F)/2,116.21,102.765,114.115
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,جامعة قفصة,,60477,رياضيات,FG+(A+F)/2,99.6052,80.0186,91.98
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,جامعة قفصة,,60477,علوم تجريبية,FG+(A+F)/2,137.02,123.735,120.7
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,جامعة قفصة,,60477,إقتصاد وتصرف,FG+(A+F)/2,149.35,128.12,136.04
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,جامعة قفصة,,60477,العلوم التقنية,FG+(A+F)/2,141.725,131.85,129.195
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الاجتماعية والتربية بقفصة,جامعة قفصة,,60477,علوم الإعلامية,FG+(A+F)/2,121.905,113.875,116.875
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,جامعة قفصة,,63477,آداب,FG+(A+F)/2,114.5,99.8884,114.74
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,جامعة قفصة,,63477,رياضيات,FG+(A+F)/2,96.1883,90.9649,97.7868
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,جامعة قفصة,,63477,علوم تجريبية,FG+(A+F)/2,133.745,122.765,119.94
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,جامعة قفصة,,63477,إقتصاد وتصرف,FG+(A+F)/2,147.62,129.715,135.85
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,جامعة قفصة,,63477,العلوم التقنية,FG+(A+F)/2,136.81,129.695,127.47
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بتوزر,جامعة قفصة,,63477,علوم الإعلامية,FG+(A+F)/2,117.16,119.795,101.83
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,آداب,FG+PH,76.5119,86.955,82.376
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,رياضيات,FG+PH,,,
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,علوم تجريبية,FG+PH,105.3539,102.9414,99.6138
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,اقتصاد وتصرف,FG+PH,91.29,83.5586,
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,العلوم التقنية,FG+PH,,,
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,علوم الإعلامية,FG+PH,83.5566,,
الإجازة في الفلسفة,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70122,رياضة,FG+PH,,124.9653,
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,آداب,FG+A,101.2434,99.1642,99.1696
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,رياضيات,FG+A,,,
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,علوم تجريبية,FG+A,126.7,115.3835,109.4771
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,إقتصاد وتصرف,FG+A,107.3692,93.4644,111.2051
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,العلوم التقنية,FG+A,101.41,114.795,107.1143
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,علوم الإعلامية,FG+A,,,
الإجازة في العلوم الإسلامية,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإسلامية بالقيروان,جامعة الزيتونة,,70138,رياضة,FG+A,,,97.8586
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,آداب,FG+(F+HG)/2,82.5525,82.3587,83.5983
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,رياضيات,FG+F,,,
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,علوم تجريبية,FG+F,,103.3462,95.5367
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,إقتصاد وتصرف,FG+(F+HG)/2,74.6002,81.1042,82.3811
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,العلوم الإعلامية,FG+F,80.4998,,
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,علوم الإعلامية,FG+F,,,
الإجازة في الآثار,العلوم الإنسانية والاجتماعية والدينية والتربية,كلية الآداب والعلوم الإنسانية بالقيروان,جامعة القيروان,,70167,رياضة,FG+F,,,96.7762
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,جامعة القيروان,,73477,آداب,FG+(A+F)/2,117.21,101.5767,114.785
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,جامعة القيروان,,73477,رياضيات,FG+(A+F)/2,102.8402,81.4318,101.76
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,جامعة القيروان,,73477,علوم تجريبية,FG+(A+F)/2,137.37,125.545,122.9
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,جامعة القيروان,,73477,إقتصاد وتصرف,FG+(A+F)/2,150.705,127.73,136.865
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,جامعة القيروان,,73477,العلوم التقنية,FG+(A+F)/2,140.635,138.39,131.215
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الانسانيات بسبيطلة,جامعة القيروان,,73477,علوم الإعلامية,FG+(A+F)/2,122.055,111.275,114.31
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,آداب,FG+(F+HG)/2,76.2902,70.2082,77.2846
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,رياضيات,FG+F,,,
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,علوم تجريبية,FG+F,100.8082,104.9168,104.0967
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,اقتصاد وتصرف,FG+(F+HG)/2,83.8456,73.4368,71.6234
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,العلوم التقنية,FG+F,78.4773,,150.854
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,علوم الإعلامية,FG+F,,,
الإجازة في التاريخ,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80123,رياضة,FG+F,,,
الاجازة في جغرافية البيئة,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80159,آداب,FG+(F+HG)/2,85.3333,83.8732,79.0185
الاجازة في جغرافية البيئة,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80159,رياضيات,FG+F,,,
الاجازة في جغرافية البيئة,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80159,علوم تجريبية,FG+F,,,84.9781
الاجازة في جغرافية البيئة,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80159,إقتصاد وتصرف,FG+(F+HG)/2,80.385,77.4601,78.1851
الاجازة في جغرافية البيئة,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80159,العلوم التقنية,FG+F,89.3402,,
الاجازة في جغرافية البيئة,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80159,علوم الإعلامية,FG+F,,,72.3518
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80477,آداب,FG+(A+F)/2,121.315,99.4983,120.37
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80477,رياضيات,FG+(A+F)/2,104.57,80.8999,107.505
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80477,علوم تجريبية,FG+(A+F)/2,135.955,125.675,121.345
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80477,اقتصاد وتصرف,FG+(A+F)/2,149.805,130.595,140.275
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80477,العلوم التقنية,FG+(A+F)/2,137.095,132.985,132.92
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للعلوم الإنسانية بجندوبة,جامعة جندوبة,,80477,علوم الإعلامية,FG+(A+F)/2,124.765,102.375,115.175
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,جامعة جندوبة,,82477,آداب,FG+(A+F)/2,130.33,111.115,123.81
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,جامعة جندوبة,,82477,رياضيات,FG+(A+F)/2,117.04,106.3802,103.38
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,جامعة جندوبة,,82477,علوم تجريبية,FG+(A+F)/2,144.725,135.315,125.935
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,جامعة جندوبة,,82477,اقتصاد وتصرف,FG+(A+F)/2,157.01,131.635,142.225
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,جامعة جندوبة,,82477,العلوم التقنية,FG+(A+F)/2,150.15,140.865,133.415
الإجازة في التربية والتعليم,العلوم الإنسانية والاجتماعية والدينية والتربية,المعهد العالي للدراسات التطبيقية في الإنسانيات بالكاف,جامعة جندوبة,,82477,علوم الإعلامية,FG+(A+F)/2,129.67,115.91,112.1875
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,آداب,,109.7733,106.4498,107.9117
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,رياضيات,,102.0767,117.0715,113.095
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,علوم تجريبية,,117.315,134.285,116.695
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,إقتصاد وتصرف,,100.5818,95.74,96.915
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,العلوم التقنية,,100.23,149.415,92.6932
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,علوم الإعلامية,,,,
الاجازة في السياحة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,الاجازة في السياحة,10452,رياضة,,118.185,109.48,112.445
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,آداب,,151.865,153.8821,142.8183
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,رياضيات,,146.788,129.17,150.725
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,علوم تجريبية,,138.3938,163.8919,150.9931
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,إقتصاد وتصرف,,173.4952,153.5022,167.7814
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,العلوم التقنية,,150.2708,141.6787,146.115
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,علوم الإعلامية,,160.5482,133.3755,125.7518
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,10450,رياضة,,123.7616,120.5,125.695
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,آداب,,107.735,103.775,106.43
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,رياضيات,,95.01,118.445,108.8602
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,علوم تجريبية,,118.15,120.41,118.64
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,إقتصاد وتصرف,,97.9399,95.5699,92.745
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,العلوم التقنية,,100.875,125.675,89.0568
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,علوم الإعلامية,,90.955,95.35,96.58
الإجازة في الفندقة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,جامعة قرطاج,لإجازة في الفندقة,10453,رياضة,,119.655,98.637,107.305
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,آداب,,104.335,100.36,103.105
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,رياضيات,,,101.875,
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,علوم تجريبية,,131.82,117.81,107.3032
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,إقتصاد وتصرف,,110.25,97.895,104.845
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,العلوم التقنية,,113.41,125.57,110.365
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,علوم الإعلامية,,118.425,98.585,90.1409
الإجازة في الوساطة والتنشيط,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,جامعة تونس,الإجازة في الوساطة والتنشيط ,10443,رياضة,,92.2382,98.9667,81.81
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,آداب,,154.5294,127.74,134.7933
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,رياضيات,,132.9101,1261102,123.6832
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,علوم تجريبية,,145.725,132.6319,148.088
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,إقتصاد وتصرف,,172.575,140.2449,145.9962
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,العلوم التقنية,,142.3796,160.0613,139.4478
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,علوم الإعلامية,,143.4282,115.92,107.795
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بصفاقس,جامعة صفاقس,لإجازة في علوم وتقنيات الأنشطة البدنيةوالرياضة,40450,رياضة,,76.5719,81.2548,100.136
الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,السياحة والتنشيط والرياضة والتربية البدنية,المعهد العالي للرياضة والتربية البدنية بقفصة,جامعة قفصة,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,60450,آداب,,144.2628,135.4085,130.0799
