ramz_code,ramz_id,ramz_link,bac_type_id,bac_type_name,university_id,university_name,table_specialization,table_university,table_institution,table_location,table_criteria,institution,field_of_study,historical_scores,seven_percent
22103,222103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=222103,2,رياضيات,4,جامعة  قرطاج,الإجازة في الفرنسية,جامعة قرطاج,المعهد العالي للغات بنابل,نابل,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 109.8251, '2021': 93.4883, '2022': 0.0, '2023': 0.0, '2024': 0.0}",yes
10209,210209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210209,2,رياضيات,1,جامعة تونس,الاجازة في تصميم الصورة,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 113.5397, '2020': 112.4569, '2021': 122.5632, '2022': 117.9388, '2023': 113.6926, '2024': 122.7932}",yes
11209,411209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411209,4,إقتصاد وتصرف,2,جامعة منوبة,الاجازة في تصميم الصورة,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 111.365, '2020': 116.29, '2021': 110.225, '2022': 110.2368, '2023': 94.0406, '2024': 100.4409}",yes
10453,410453,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410453,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في الفندقة,جامعة قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,تونس,FG+(F+ANG)/2,"العنوان :
الهاتف :",السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,"{'2011': 95.4749, '2012': 95.925, '2013': 92.475, '2014': 94.7, '2015': 87.0419, '2016': 88.6583, '2017': 88.4751, '2018': 92.175, '2019': 93.525, '2020': 86.4152, '2021': 103.47, '2022': 92.745, '2023': 95.5699, '2024': 97.9399}",no
13101,213101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=213101,2,رياضيات,4,جامعة  قرطاج,الإجازة في العربية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+AR,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 117.7749, '2022': 137.205, '2023': 0.0, '2024': 0.0}",yes
10509,310509,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310509,3,علوم تجريبية,2,جامعة منوبة,الإجازة في علوم الأحياء,جامعة منوبة,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,FG+SVT,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 136.7728, '2012': 125.5645, '2013': 130.219, '2014': 125.511, '2015': 135.2748, '2016': 123.5315, '2017': 125.083, '2018': 117.0313, '2019': 95.863, '2020': 108.4624, '2021': 114.2921, '2022': 94.365, '2023': 102.7, '2024': 104.7985}",yes
11121,211121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211121,2,رياضيات,3,جامعة تونس المنار,الإجازة في علم النـفـــس,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+PH,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 149.105, '2020': 134.195, '2021': 161.24, '2022': 156.31, '2023': 153.2, '2024': 157.945}",no
10470,410470,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410470,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في علوم التربية,جامعة قرطاج,المعهد العالي لإطارات الطفولة بقرطاج درمش,تونس,FG+PH,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 105.93, '2020': 105.69, '2021': 122.15, '2022': 106.5451, '2023': 112.825, '2024': 123.74}",no
11523,211523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211523,2,رياضيات,3,جامعة تونس المنار,الإجازة في علوم الإعلامية,جامعة تونس المنار,المعهد العالي للاعلامية,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 125.8, '2012': 125.3238, '2013': 124.6818, '2014': 128.675, '2015': 132.1718, '2016': 127.0893, '2017': 125.6715, '2018': 112.5, '2019': 167.1447, '2020': 163.3462, '2021': 182.3815, '2022': 184.2166, '2023': 187.57, '2024': 191.5889}",yes
10509,210509,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210509,2,رياضيات,2,جامعة منوبة,الإجازة في علوم الأحياء,جامعة منوبة,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,FG+SVT,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 128.4, '2012': 123.4512, '2013': 125.2703, '2014': 129.8445, '2015': 148.8103, '2016': 112.8048, '2017': 113.7143, '2018': 117.025, '2019': 0.0, '2020': 101.7375, '2021': 109.7584, '2022': 105.2932, '2023': 107.5102, '2024': 109.865}",yes
10546,310546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310546,3,علوم تجريبية,2,جامعة منوبة,الإجازة في البيوتكنولوجيا,جامعة منوبة,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,FG+(SP+SVT)/2,"العنوان :
الهاتف :",العلوم الفلاحية والبيوتكنولوجيا والبيئة : العلوم الفلاحية والبيوتكنولوجيا والبيئة,"{'2011': 114.6773, '2012': 99.025, '2013': 100.075, '2014': 97.85, '2015': 109.3273, '2016': 113.4, '2017': 111.2, '2018': 105.0, '2019': 109.87, '2020': 116.1268, '2021': 122.4, '2022': 109.4255, '2023': 114.5006, '2024': 112.9813}",yes
10139,410139,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410139,4,إقتصاد وتصرف,5,جامعة الزيتونة,الإجازة في العلوم الشرعية,جامعة الزيتونة,المعهد العالي لأصول الدين بتونس,تونس,FG+AR,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 107.12, '2020': 108.8399, '2021': 114.945, '2022': 107.92, '2023': 96.81, '2024': 104.215}",no
10107,510107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510107,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في الروسية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+(AR+ANG+F)/3,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 107.105, '2020': 0.0, '2021': 93.8523, '2022': 96.4338, '2023': 96.7288, '2024': 103.9764}",no
10209,610209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610209,6,علوم الإعلامية,1,جامعة تونس,الاجازة في تصميم الصورة,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 102.6612, '2020': 108.215, '2021': 106.4018, '2022': 108.8682, '2023': 111.7027, '2024': 106.1349}",yes
10120,110120,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110120,1,آداب,1,جامعة تونس,الإجازة في عـلــم الاجتماع,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+(HG+PH)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 95.225, '2012': 95.7917, '2013': 98.0388, '2014': 87.925, '2015': 95.725, '2016': 99.296, '2017': 100.9278, '2018': 101.8908, '2019': 117.9729, '2020': 111.0232, '2021': 121.659, '2022': 111.7883, '2023': 109.5627, '2024': 109.6857}",yes
12104,112104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=112104,1,آداب,4,جامعة  قرطاج,الإجازة في الإسبانية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+ESP,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 91.8968, '2020': 80.5532, '2021': 82.0475, '2022': 92.0948, '2023': 82.7574, '2024': 96.4801}",yes
12103,212103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=212103,2,رياضيات,3,جامعة تونس المنار,الإجازة في الفرنسية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 129.5235, '2020': 108.7214, '2021': 124.0325, '2022': 148.5802, '2023': 0.0, '2024': 0.0}",yes
10301,610301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610301,6,علوم الإعلامية,3,جامعة تونس المنار,الإجازة في القانون,جامعة تونس المنار,كلية الحقوق والعلوم السياسية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 109.452, '2020': 118.4597, '2021': 150.4661, '2022': 121.4664, '2023': 128.4696, '2024': 119.091}",yes
10742,310742,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310742,3,علوم تجريبية,3,جامعة تونس المنار,الإجازة في حفظ الصحة والوقاية والمحيط,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 130.725, '2012': 121.225, '2013': 125.225, '2014': 118.925, '2015': 128.625, '2016': 126.85, '2017': 126.425, '2018': 123.075, '2019': 126.535, '2020': 124.68, '2021': 132.515, '2022': 122.105, '2023': 117.93, '2024': 120.115}",no
10443,910443,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910443,9,رياضة,1,جامعة تونس,الإجازة في الوساطة والتنشيط,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,تونس,FG+PH,"العنوان :
الهاتف :",السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 90.9298, '2020': 98.5931, '2021': 109.075, '2022': 98.9667, '2023': 81.81, '2024': 92.2382}",no
10193,310193,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310193,3,علوم تجريبية,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص تاريخ,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 124.955, '2020': 0.0, '2021': 104.5325, '2022': 102.245, '2023': 111.85, '2024': 108.39}",no
10103,610103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610103,6,علوم الإعلامية,1,جامعة تونس,الإجازة في الفرنسية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 101.7238, '2020': 128.0362, '2021': 102.6451, '2022': 120.2948, '2023': 154.8504, '2024': 110.3652}",yes
10521,310521,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310521,3,علوم تجريبية,4,جامعة  قرطاج,مرحلة تحضيرية مندمجة: كـيـمـيـاء - بـيـولوجيا تطبيقية,جامعة قرطاج,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس,تونس,FG+(M+SP+SVT)/3,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 152.175, '2012': 146.425, '2013': 148.125, '2014': 140.625, '2015': 149.7, '2016': 150.675, '2017': 153.1, '2018': 153.025, '2019': 156.9483, '2020': 161.255, '2021': 172.7367, '2022': 163.355, '2023': 160.6633, '2024': 158.83}",no
11301,311301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311301,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في القانون,جامعة قرطاج,كلية العلوم القانونية والسياسية والإجتماعية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 158.015, '2020': 164.0364, '2021': 159.0555, '2022': 162.1799, '2023': 159.9597, '2024': 160.2486}",yes
10124,110124,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110124,1,آداب,1,جامعة تونس,الإجازة في الجغرافيا,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+(F+HG)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 84.1416, '2012': 86.5808, '2013': 86.6, '2014': 68.8336, '2015': 75.5336, '2016': 82.775, '2017': 83.3199, '2018': 85.2034, '2019': 92.0556, '2020': 92.05, '2021': 94.3883, '2022': 88.8702, '2023': 88.6199, '2024': 86.0686}",yes
10759,210759,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210759,2,رياضيات,3,جامعة تونس المنار,الإجازة في الهندسة البيوطبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,تونس,FG+(SP+SVT)/2,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 125.3, '2012': 124.45, '2013': 124.5213, '2014': 129.2025, '2015': 130.6203, '2016': 136.9868, '2017': 117.125, '2018': 118.7165, '2019': 121.4129, '2020': 121.1454, '2021': 144.1183, '2022': 135.5904, '2023': 145.8517, '2024': 144.0648}",yes
10207,410207,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410207,4,إقتصاد وتصرف,1,جامعة تونس,الإجازة في تصميم الفضاء,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 115.1427, '2020': 115.6242, '2021': 121.766, '2022': 120.0166, '2023': 109.117, '2024': 115.72}",yes
22102,922102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=922102,9,رياضة,4,جامعة  قرطاج,الإجازة في الإنقليزية,جامعة قرطاج,المعهد العالي للغات بنابل,نابل,FG+ANG,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 124.36, '2022': 103.5548, '2023': 115.35, '2024': 157.49}",yes
11102,911102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=911102,9,رياضة,2,جامعة منوبة,الإجازة في الإنقليزية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+ANG,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 118.754, '2020': 118.305, '2021': 149.735, '2022': 83.0116, '2023': 157.5789, '2024': 168.9263}",yes
10167,910167,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910167,9,رياضة,3,جامعة تونس المنار,الإجازة في الآثار,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+F,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 87.3333, '2023': 0.0, '2024': 0.0}",yes
10118,510118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510118,5,العلوم التقنية,3,جامعة تونس المنار,الإجازة في الأنتروبولوجيا,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+PH,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 114.7789, '2020': 114.012, '2021': 120.0487, '2022': 100.935, '2023': 111.7508, '2024': 131.5351}",yes
11102,411102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411102,4,إقتصاد وتصرف,2,جامعة منوبة,الإجازة في الإنقليزية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+ANG,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 71.5205, '2012': 83.6114, '2013': 90.9517, '2014': 79.9971, '2015': 86.5949, '2016': 98.7881, '2017': 83.7011, '2018': 91.4568, '2019': 81.1613, '2020': 80.7797, '2021': 80.8583, '2022': 105.3506, '2023': 90.4241, '2024': 94.3491}",yes
10107,210107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210107,2,رياضيات,4,جامعة  قرطاج,الإجازة في الروسية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+(AR+ANG+F)/3,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 98.0055, '2020': 105.2776, '2021': 103.8808, '2022': 134.1533, '2023': 111.52, '2024': 134.7517}",no
10158,610158,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610158,6,علوم الإعلامية,2,جامعة منوبة,الإجازة في الجيوماتيك والبيئة والتهيئة,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(M+Algo)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 92.715, '2020': 86.5301, '2021': 93.8075, '2022': 93.4383, '2023': 94.1999, '2024': 97.575}",no
22318,622318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=622318,6,علوم الإعلامية,4,جامعة  قرطاج,الإجازة في علوم التصرف,جامعة قرطاج,كلية العلوم الإقتصادية والتصرف بنابل,نابل,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 101.465, '2021': 109.8425, '2022': 104.4275, '2023': 113.41, '2024': 116.3197}",yes
10518,510518,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510518,5,العلوم التقنية,3,جامعة تونس المنار,مرحلة تحضيرية مندمجة,جامعة تونس المنار,كلية العلوم بتونس,تونس,FG+(M+SP+Info)/3,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 189.3467, '2020': 185.0767, '2021': 188.925, '2022': 182.7933, '2023': 181.5783, '2024': 181.0417}",no
10700,910700,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910700,9,رياضة,3,جامعة تونس المنار,الـطــب,جامعة تونس المنار,كلية الطب بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 175.88, '2020': 183.99, '2021': 192.58, '2022': 191.115, '2023': 184.52, '2024': 193.34}",no
11208,211208,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211208,2,رياضيات,2,جامعة منوبة,الاجازة في تصميم المنتوج,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 113.7303, '2020': 101.2913, '2021': 115.3942, '2022': 115.8631, '2023': 113.8478, '2024': 115.5707}",yes
10194,310194,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310194,3,علوم تجريبية,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص جفرافيا,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 106.7849, '2020': 105.6259, '2021': 136.2275, '2022': 124.6175, '2023': 105.3216, '2024': 111.5975}",no
13103,413103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=413103,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في الفرنسية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 97.7481, '2020': 83.0716, '2021': 80.4169, '2022': 72.62, '2023': 84.9741, '2024': 84.7517}",yes
10318,210318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210318,2,رياضيات,1,جامعة تونس,الإجازة في علوم التصرف,جامعة تونس,المعهد العالي للتصرف بتونس,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 128.3465, '2012': 122.425, '2013': 139.0198, '2014': 139.207, '2015': 134.8735, '2016': 132.8673, '2017': 132.5195, '2018': 128.186, '2019': 148.3716, '2020': 156.434, '2021': 169.0065, '2022': 175.4319, '2023': 143.01, '2024': 157.4024}",yes
10629,310629,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310629,3,علوم تجريبية,3,جامعة تونس المنار,الإجازة في الإلكترونيك والكهروتقنية والآلية,جامعة تونس المنار,كلية العلوم بتونس,تونس,FG+(M+SP)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 106.4918, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 108.02, '2020': 119.8507, '2021': 125.067, '2022': 124.6996, '2023': 131.2783, '2024': 102.4717}",yes
10573,510573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510573,5,العلوم التقنية,3,جامعة تونس المنار,الإجازة في تكنولوجيات المعلومات والاتصالات,جامعة تونس المنار,كلية العلوم بتونس,تونس,FG+(M+SP+Info)/3,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 138.605, '2012': 143.059, '2013': 140.3359, '2014': 140.3305, '2015': 148.2806, '2016': 141.989, '2017': 132.555, '2018': 131.5351, '2019': 127.3086, '2020': 133.8267, '2021': 146.7487, '2022': 146.5223, '2023': 156.3912, '2024': 150.6025}",yes
