ramz_code,ramz_id,ramz_link,bac_type_id,bac_type_name,university_id,university_name,table_specialization,table_university,table_institution,table_location,table_criteria,institution,field_of_study,historical_scores,seven_percent
13318,413318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=413318,4,إقتصاد وتصرف,3,جامعة تونس المنار,الإجازة في علوم التصرف,جامعة تونس المنار,كلية العلوم الإقتصادية والتصرف بتونس,تونس,FG+(M+GEST)/2,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 123.63, '2012': 123.725, '2013': 119.305, '2014': 128.1058, '2015': 126.075, '2016': 128.23, '2017': 124.68, '2018': 131.6635, '2019': 119.8, '2020': 121.3, '2021': 138.1531, '2022': 137.855, '2023': 125.62, '2024': 142.1281}",yes
10516,610516,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610516,6,علوم الإعلامية,3,جامعة تونس المنار,مرحلة تحضيرية مندمجة في الهندسة البيوطبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,تونس,FG+(M+SP)/2,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 129.085, '2023': 95.3948, '2024': 116.965}",no
10160,110160,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110160,1,آداب,2,جامعة منوبة,الاجازة في الجيوبوليتيك و العلاقات الدولية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(F+ANG+HG)/3,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 122.2917, '2020': 137.665, '2021': 146.565, '2022': 147.2883, '2023': 141.1567, '2024': 147.29}",no
10568,310568,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310568,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في الهندسـة المدنية,جامعة قرطاج,المعهد العالي لتكنولوجيات البيئة والعمران والبنيان,تونس,FG+(M+SP+Info)/3,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 127.7045, '2012': 121.1775, '2013': 122.8628, '2014': 126.0728, '2015': 127.1695, '2016': 134.7933, '2017': 135.625, '2018': 126.8218, '2019': 133.2185, '2020': 132.0736, '2021': 145.684, '2022': 109.4907, '2023': 129.215, '2024': 126.3581}",yes
10612,510612,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510612,5,العلوم التقنية,2,جامعة منوبة,الإجازة في الاتصال,جامعة منوبة,معهد الصحافة وعلوم الإخبار,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 118.73, '2020': 112.3775, '2021': 111.4875, '2022': 114.55, '2023': 102.885, '2024': 105.7985}",no
15318,315318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=315318,3,علوم تجريبية,2,جامعة منوبة,الإجازة في علوم التصرف,جامعة منوبة,المعهد العالي للمحاسبة و إدارة المؤسـسات بمنوبة,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 122.1673, '2012': 112.325, '2013': 125.2703, '2014': 121.659, '2015': 134.071, '2016': 139.5013, '2017': 141.882, '2018': 136.0238, '2019': 148.4839, '2020': 150.4581, '2021': 166.78, '2022': 163.373, '2023': 164.3627, '2024': 123.9756}",yes
10301,510301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510301,5,العلوم التقنية,3,جامعة تونس المنار,الإجازة في القانون,جامعة تونس المنار,كلية الحقوق والعلوم السياسية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 131.7491, '2020': 152.7158, '2021': 163.2499, '2022': 119.5083, '2023': 146.535, '2024': 153.0742}",yes
11124,411124,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411124,4,إقتصاد وتصرف,2,جامعة منوبة,الإجازة في الجغرافيا,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(F+HG)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 95.4173, '2020': 78.8733, '2021': 81.0766, '2022': 77.0542, '2023': 76.8017, '2024': 86.8913}",yes
10119,410119,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410119,4,إقتصاد وتصرف,3,جامعة تونس المنار,الإجازة في لغة الإشارات,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 97.105, '2020': 89.2153, '2021': 104.6818, '2022': 102.0016, '2023': 92.1566, '2024': 84.49}",no
16318,416318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=416318,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في علوم التصرف,جامعة قرطاج,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,تونس,FG+(M+GEST)/2,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 100.6068, '2012': 104.15, '2013': 98.5256, '2014': 108.3375, '2015': 108.4231, '2016': 106.1708, '2017': 102.8431, '2018': 105.9033, '2019': 115.057, '2020': 110.8788, '2021': 128.3679, '2022': 118.9947, '2023': 118.0531, '2024': 131.7543}",yes
10106,910106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910106,9,رياضة,2,جامعة منوبة,الإجازة في الألمانية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+ALL,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",yes
13311,613311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=613311,6,علوم الإعلامية,3,جامعة تونس المنار,الإجازة في إعلامية التـصـرف,جامعة تونس المنار,كلية العلوم الإقتصادية والتصرف بتونس,تونس,FG+(M+Algo)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 126.4071, '2013': 122.8146, '2014': 129.371, '2015': 136.2404, '2016': 127.7232, '2017': 128.7959, '2018': 120.5409, '2019': 130.3581, '2020': 126.8271, '2021': 146.5178, '2022': 148.3074, '2023': 153.1919, '2024': 153.635}",yes
22103,322103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=322103,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في الفرنسية,جامعة قرطاج,المعهد العالي للغات بنابل,نابل,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 119.8026, '2021': 91.4182, '2022': 119.9291, '2023': 124.3073, '2024': 117.2166}",yes
10120,210120,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210120,2,رياضيات,1,جامعة تونس,الإجازة في عـلــم الاجتماع,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+PH,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 123.8204, '2020': 0.0, '2021': 120.4446, '2022': 121.2845, '2023': 128.3947, '2024': 121.3701}",yes
20504,520504,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=520504,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في الفيزياء و الطاقة,جامعة قرطاج,كلية العلوم ببنزرت,بنزرت,FG+(M+SP)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 84.5568, '2020': 102.3937, '2021': 103.67, '2022': 83.5902, '2023': 93.3199, '2024': 95.2503}",yes
11106,111106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111106,1,آداب,3,جامعة تونس المنار,الإجازة في الألمانية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+ALL,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 101.45, '2012': 111.0, '2013': 95.525, '2014': 87.8648, '2015': 94.4455, '2016': 109.8624, '2017': 94.5251, '2018': 92.3752, '2019': 104.8668, '2020': 105.24, '2021': 105.9867, '2022': 96.2324, '2023': 105.43, '2024': 103.56}",yes
10347,410347,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410347,4,إقتصاد وتصرف,4,جامعة  قرطاج,الاجازة في علوم الشغل,جامعة قرطاج,المعهد الوطني للشغل والدراسات الإجتماعية بتونس,تونس,FG+HG,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 93.55, '2021': 110.42, '2022': 103.91, '2023': 103.3151, '2024': 106.455}",no
20513,220513,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=220513,2,رياضيات,4,جامعة  قرطاج,الإجازة في علوم الحياة و الأرض,جامعة قرطاج,كلية العلوم ببنزرت,بنزرت,FG+SVT,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 98.8, '2016': 103.875, '2017': 87.9, '2018': 96.2, '2019': 96.9135, '2020': 0.0, '2021': 130.065, '2022': 98.133, '2023': 106.1761, '2024': 0.0}",yes
11312,211312,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211312,2,رياضيات,1,جامعة تونس,الاجازة في العلوم الاقتصادية,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 130.9145, '2012': 126.26, '2013': 127.3568, '2014': 134.8735, '2015': 133.4023, '2016': 137.0, '2017': 133.964, '2018': 133.0545, '2019': 148.8959, '2020': 115.1588, '2021': 148.5481, '2022': 154.3689, '2023': 113.4896, '2024': 128.43}",yes
10318,410318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410318,4,إقتصاد وتصرف,1,جامعة تونس,الإجازة في علوم التصرف,جامعة تونس,المعهد العالي للتصرف بتونس,تونس,FG+(M+GEST)/2,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 114.225, '2012': 118.0799, '2013': 113.099, '2014': 122.325, '2015': 120.4285, '2016': 119.1445, '2017': 112.9653, '2018': 113.005, '2019': 141.995, '2020': 137.5592, '2021': 156.2842, '2022': 162.665, '2023': 154.7167, '2024': 171.4461}",yes
11505,211505,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211505,2,رياضيات,4,جامعة  قرطاج,الاٍجازة في الرياضيات التطبيقية,جامعة قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,تونس,FG+M,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 96.0877, '2021': 78.4258, '2022': 85.4125, '2023': 80.3249, '2024': 97.0562}",yes
24477,624477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=624477,6,علوم الإعلامية,1,جامعة تونس,الإجازة في التربية والتعليم,جامعة تونس,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,زغوان,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 102.9233, '2021': 126.0, '2022': 111.825, '2023': 116.055, '2024': 125.655}",no
20318,520318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=520318,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في علوم التصرف,جامعة قرطاج,المعهد العالي للتصرف ببنزرت,بنزرت,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 116.4535, '2020': 128.54, '2021': 132.22, '2022': 126.21, '2023': 128.18, '2024': 150.435}",yes
10104,610104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610104,6,علوم الإعلامية,2,جامعة منوبة,الإجازة في الإسبانية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+ESP,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 127.1321, '2022': 93.4782, '2023': 133.2311, '2024': 0.0}",yes
10191,410191,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410191,4,إقتصاد وتصرف,1,جامعة تونس,المرحلة التحضيرية للغات والآداب:فرنسية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+2F)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 132.9625, '2020': 137.125, '2021': 146.3525, '2022': 113.7175, '2023': 138.1625, '2024': 104.2824}",no
12311,412311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=412311,4,إقتصاد وتصرف,2,جامعة منوبة,الإجازة في إعلامية التـصـرف,جامعة منوبة,المدرسة العليا للإقتصاد الرقمي بمنوبة,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 117.7535, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 112.8281, '2020': 110.7359, '2021': 140.368, '2022': 151.76, '2023': 150.645, '2024': 163.4051}",yes
10208,110208,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110208,1,آداب,1,جامعة تونس,الاجازة في تصميم المنتوج,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 109.3594, '2020': 110.0763, '2021': 116.9992, '2022': 112.7138, '2023': 137.4736, '2024': 111.2152}",yes
11301,611301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611301,6,علوم الإعلامية,4,جامعة  قرطاج,الإجازة في القانون,جامعة قرطاج,كلية العلوم القانونية والسياسية والإجتماعية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 105.3302, '2020': 132.675, '2021': 159.0475, '2022': 123.3764, '2023': 138.6613, '2024': 127.116}",yes
10611,610611,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610611,6,علوم الإعلامية,2,جامعة منوبة,الإجازة في الصحافة,جامعة منوبة,معهد الصحافة وعلوم الإخبار,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 110.25, '2020': 0.0, '2021': 89.5327, '2022': 134.6175, '2023': 111.875, '2024': 111.285}",no
20502,220502,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=220502,2,رياضيات,4,جامعة  قرطاج,الإجازة في الفيزياء و الكيمياء,جامعة قرطاج,كلية العلوم ببنزرت,بنزرت,FG+(M+SP)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 117.05, '2013': 112.3768, '2014': 117.35, '2015': 119.7063, '2016': 107.3745, '2017': 94.6681, '2018': 95.35, '2019': 105.775, '2020': 90.1566, '2021': 75.14, '2022': 79.3167, '2023': 95.5966, '2024': 114.655}",yes
11190,111190,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111190,1,آداب,2,جامعة منوبة,المرحلة التحضيرية للغات والآداب:عربية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(2AR+ANG+F)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 90.0192, '2015': 110.375, '2016': 98.0668, '2017': 93.77, '2018': 91.5167, '2019': 85.1917, '2020': 93.8825, '2021': 94.8775, '2022': 91.47, '2023': 90.5724, '2024': 87.322}",no
10203,310203,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310203,3,علوم تجريبية,4,جامعة  قرطاج,الهندسة المعمارية,جامعة قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 154.975, '2012': 147.7, '2013': 144.7, '2014': 137.9, '2015': 148.8, '2016': 147.775, '2017': 151.05, '2018': 149.775, '2019': 150.895, '2020': 156.445, '2021': 168.855, '2022': 163.245, '2023': 156.045, '2024': 147.33}",no
20573,620573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=620573,6,علوم الإعلامية,4,جامعة  قرطاج,الإجازة في تكنولوجيات المعلومات والاتصالات,جامعة قرطاج,كلية العلوم ببنزرت,بنزرت,FG+(M+SP+Algo)/3,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 97.655, '2012': 98.1618, '2013': 90.2498, '2014': 96.15, '2015': 100.9825, '2016': 99.985, '2017': 97.7025, '2018': 93.4598, '2019': 109.4301, '2020': 110.5308, '2021': 119.4013, '2022': 112.2167, '2023': 127.0567, '2024': 128.1058}",yes
10746,210746,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210746,2,رياضيات,3,جامعة تونس المنار,الاجازة في أجهزة جراحة العظام,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 124.595, '2020': 112.245, '2021': 127.555, '2022': 124.32, '2023': 125.555, '2024': 117.98}",no
10450,310450,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310450,3,علوم تجريبية,2,جامعة منوبة,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,جامعة منوبة,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,تونس,FG+Spt,"العنوان :
الهاتف :",السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 149.0938, '2020': 150.095, '2021': 158.6382, '2022': 150.9931, '2023': 163.8919, '2024': 138.3938}",yes
11526,611526,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611526,6,علوم الإعلامية,2,جامعة منوبة,مرحلة تحضيرية مندمجة: رياضيات- فيزياء و إعلامـيـة,جامعة منوبة,المدرسة الوطنية للمهندسين بمنوبة,تونس,FG+(M+Algo+2Ang)/4,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 173.96, '2023': 188.4775, '2024': 187.76}",no
10507,610507,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610507,6,علوم الإعلامية,3,جامعة تونس المنار,الإجازة في الرياضيات,جامعة تونس المنار,كلية العلوم بتونس,تونس,FG+M,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 120.2626, '2012': 115.6375, '2013': 100.1654, '2014': 117.7025, '2015': 110.1825, '2016': 109.105, '2017': 112.8315, '2018': 107.2675, '2019': 133.9399, '2020': 0.0, '2021': 142.3394, '2022': 154.4331, '2023': 183.3071, '2024': 130.9841}",yes
10452,110452,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110452,1,آداب,4,جامعة  قرطاج,الاجازة في السياحة,جامعة قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,تونس,FG+(F+ANG)/2,"العنوان :
الهاتف :",السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 115.46, '2020': 106.975, '2021': 111.785, '2022': 107.9117, '2023': 106.4498, '2024': 109.7733}",no
10524,510524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510524,5,العلوم التقنية,3,جامعة تونس المنار,الإجازة في هندسة نظم الإعلامية,جامعة تونس المنار,كلية العلوم بتونس,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2024': 59.0, '2011': 198.07142857142856, '2012': 280.7857142857143, '2013': 363.5, '2014': 446.21428571428567, '2015': 528.9285714285713, '2016': 611.6428571428571, '2017': 694.3571428571428, '2018': 777.0714285714286, '2019': 859.7857142857142, '2020': 942.4999999999999, '2021': 1025.2142857142856, '2022': 1107.9285714285713, '2023': 1190.642857142857}",yes
10193,910193,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910193,9,رياضة,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص تاريخ,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 129.86}",no
11797,211797,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211797,2,رياضيات,3,جامعة تونس المنار,الإجازة في علوم التمريض,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 108.4, '2012': 110.5845, '2013': 112.3, '2014': 126.2333, '2015': 121.0705, '2016': 121.275, '2017': 117.775, '2018': 117.3, '2019': 110.7557, '2020': 116.3039, '2021': 145.092, '2022': 121.9105, '2023': 135.2, '2024': 139.675}",yes
10138,210138,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210138,2,رياضيات,5,جامعة الزيتونة,الإجازة في العلوم الإسلامية,جامعة الزيتونة,المعهد العالي للحضارة الإسلامية بتونس,تونس,FG+AR,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 141.8767, '2020': 0.0, '2021': 109.2684, '2022': 0.0, '2023': 113.832, '2024': 115.0678}",yes
